Name,Address,Stars,Reviews,Phone,Hours,Website,GoogleURL
SERVI MEDICA INTEGRAL S.C.," Privada A Ote de la 16 de Septiembre 4317",4.3,71,222 296 7270,Abierto ⋅ Cierra a las 7 p.m. ,,https://www.google.com/maps/place/SERVI+MEDICA+INTEGRAL+S.C./data=!4m7!3m6!1s0x85cfc0b84e877cb3:0x1affbe578148bfc9!8m2!3d19.0266973!4d-98.2085203!16s%2Fg%2F1ptzqq364!19sChIJs3yHTrjAz4URyb9IgVe-_xo?authuser=0&hl=es-419&rclk=1
"Dr. José Antonio Barraza Franco, Ortopedista en Puebla"," Av. Kepler 2143-Consultorio 315-torre 2",5.0,20,222 455 7297,Abierto ⋅ Cierra a las 7 p.m. ,http://www.drbarraza.com/,"https://www.google.com/maps/place/Dr.+Jos%C3%A9+Antonio+Barraza+Franco,+Ortopedista+en+Puebla/data=!4m7!3m6!1s0x85cfc745cd95d5c9:0xc5908d54b08b6f31!8m2!3d19.0212498!4d-98.234671!16s%2Fg%2F11f66r3x3t!19sChIJydWVzUXHz4URMW-LsFSNkMU?authuser=0&hl=es-419&rclk=1"
Electrofisiólogo Nicolas Reyes Reyes," Av. Kepler 2143, int 875 Reserva Territorial Atlixcáyotl, 72190 Puebla",5.0,36,222 708 8866,Abierto ⋅ Cierra a las 7 p.m. ,https://www.topdoctors.mx/doctor/nicolas-reyes-reyes,https://www.google.com/maps/place/Electrofisi%C3%B3logo+Nicolas+Reyes+Reyes/data=!4m7!3m6!1s0x85cfc7f8f156814d:0xb1ce91768aefda68!8m2!3d19.0223135!4d-98.2317749!16s%2Fg%2F11stwp4r13!19sChIJTYFW8fjHz4URaNrvinaRzrE?authuser=0&hl=es-419&rclk=1
DOCTOR," 79 Poniente esquina 15 B Sur",0.0,0,222 228 0464,Abierto las 24 horas ,,https://www.google.com/maps/place/DOCTOR/data=!4m7!3m6!1s0x85cfc759992fecab:0x429d75033d4da82!8m2!3d19.0091164!4d-98.2345791!16s%2Fg%2F1ptwh92kt!19sChIJq-wvmVnHz4URgtrUM1DXKQQ?authuser=0&hl=es-419&rclk=1
"Dr. Roberto Hernández Zermeño, Geriatra"," Hospital Angeles Puebla Consultorio 3815 Torre II de especialidades, Av. Kepler 2143",4.7,7,222 214 1453,,https://www.doctoralia.com.mx/roberto-hernandez-zermeno/geriatra/puebla?utm_source=google&utm_medium=gmb&utm_campaign=116197&utm_content=website,"https://www.google.com/maps/place/Dr.+Roberto+Hern%C3%A1ndez+Zerme%C3%B1o,+Geriatra/data=!4m7!3m6!1s0x85cfc7c654fb68d3:0x76ebd12ca8db4327!8m2!3d19.0214068!4d-98.2346974!16s%2Fg%2F11fm3tvlmr!19sChIJ02j7VMbHz4URJ0PbqCzR63Y?authuser=0&hl=es-419&rclk=1"
Nefrólogos en Puebla," hospital ángeles, Consultorio 1286, Kepler 2143-Torre 1",4.9,69,221 105 3384,Cierra pronto ⋅ 6 p.m. ⋅ Abre a las 8 a.m. del sáb ,https://nefrologosenpuebla.com.mx/,https://www.google.com/maps/place/Nefr%C3%B3logos+en+Puebla/data=!4m7!3m6!1s0x85cfc78b02e8eb97:0xb6770668e9c33171!8m2!3d19.0213624!4d-98.2348919!16s%2Fg%2F11f6y0fj2d!19sChIJl-voAovHz4URcTHD6WgGd7Y?authuser=0&hl=es-419&rclk=1
"Dr. Juan José Arreola Noriega, Especialista en Obesidad y Delgadez"," Av. Kepler 2143",3.0,4,221 344 9679,Abierto ⋅ Cierra a las 8 p.m. ,https://bypasspuebla.com/,"https://www.google.com/maps/place/Dr.+Juan+Jos%C3%A9+Arreola+Noriega,+Especialista+en+Obesidad+y+Delgadez/data=!4m7!3m6!1s0x85cfc77b8d8f6c07:0x6feee8fe1ddf75dc!8m2!3d19.0212498!4d-98.234671!16s%2Fg%2F11qmbytgjd!19sChIJB2yPjXvHz4UR3HXfHf7o7m8?authuser=0&hl=es-419&rclk=1"
CENTRO MÉDICO 24 HRS," Av Bugambilias 6542",2.7,18,222 245 9764,Abierto las 24 horas ,,https://www.google.com/maps/place/CENTRO+M%C3%89DICO+24+HRS/data=!4m7!3m6!1s0x85cfbf55dda2d9c5:0x4726338e46cecd30!8m2!3d19.0036697!4d-98.2162728!16s%2Fg%2F1pv0t5t5b!19sChIJxdmi3VW_z4URMM3ORo4zJkc?authuser=0&hl=es-419&rclk=1
Consultorio Medico," Av. Kepler 2143",0.0,0,222 225 0308,,,https://www.google.com/maps/place/Consultorio+Medico/data=!4m7!3m6!1s0x85cfc62d22d98475:0xef1d1d7304b9d43c!8m2!3d19.0212348!4d-98.2347432!16s%2Fg%2F1tfccj2m!19sChIJdYTZIi3Gz4URPNS5BHMdHe8?authuser=0&hl=es-419&rclk=1
Dr. Francisco Manuel Vélez Pérez (Cirugía de vesícula Puebla)," Consultorio 1992, Av. Kepler 2143-Torre 1 Piso 19",4.8,77,221 557 8377,Abierto ⋅ Cierra a las 8 p.m. ,https://drfranciscovelez.com/,https://www.google.com/maps/place/Dr.+Francisco+Manuel+V%C3%A9lez+P%C3%A9rez+%28Cirug%C3%ADa+de+ves%C3%ADcula+Puebla%29/data=!4m7!3m6!1s0x85cfc71bd81b10d3:0x7add39c37514fcab!8m2!3d19.0222878!4d-98.2317264!16s%2Fg%2F11h4c796mt!19sChIJ0xAb2BvHz4URq_wUdcM53Xo?authuser=0&hl=es-419&rclk=1
Dr. Darío Alejandro Papaqui. Pediatra," Av. Kepler 2143-consultorio 755",4.6,38,222 303 8357,Cerrado ⋅ Abre a las 10 a.m. del sáb ,http://www.drpapaqui.com.mx/,https://www.google.com/maps/place/Dr.+Dar%C3%ADo+Alejandro+Papaqui.+Pediatra/data=!4m7!3m6!1s0x85cfc745ce0578b9:0xc3464537fa81acf1!8m2!3d19.02125!4d-98.234671!16s%2Fg%2F1hc4mrx47!19sChIJuXgFzkXHz4UR8ayB-jdFRsM?authuser=0&hl=es-419&rclk=1
MÉDICO," C. Miguel Hidalgo Y Costilla 6317",0.0,0,222 892 9518,Abierto ⋅ Cierra a las 9 p.m. ,,https://www.google.com/maps/place/M%C3%89DICO/data=!4m7!3m6!1s0x85cfc754e8771b47:0xf2c1e81b7e006267!8m2!3d19.00867!4d-98.2228013!16s%2Fg%2F1pv2p9mkb!19sChIJRxt36FTHz4URZ2IAfhvowfI?authuser=0&hl=es-419&rclk=1
Consultorios Médicos de Especialidad," Av. 45 Pte. 116",0.0,0,222 240 7082,Abierto ⋅ Cierra a las 8 p.m. ,,https://www.google.com/maps/place/Consultorios+M%C3%A9dicos+de+Especialidad/data=!4m7!3m6!1s0x85cfc0b81ff95ebf:0x712aca310f7c73d8!8m2!3d19.0277621!4d-98.2103176!16s%2Fg%2F1tkb5ft0!19sChIJv175H7jAz4UR2HN8DzHKKnE?authuser=0&hl=es-419&rclk=1
Dr. José Manuel Moreno Berber. Cirujano Coloproctólogo Certificado," Av. Kepler 2143",2.8,5,222 303 8369,Abierto ⋅ Cierra a las 8 p.m. ,https://www.facebook.com/Drmorenoberber,https://www.google.com/maps/place/Dr.+Jos%C3%A9+Manuel+Moreno+Berber.+Cirujano+Coloproct%C3%B3logo+Certificado/data=!4m7!3m6!1s0x85cfc70bcfbe5737:0x1ff580bd910a4ba7!8m2!3d19.0212775!4d-98.2350645!16s%2Fg%2F11nxs0g1gf!19sChIJN1e-zwvHz4URp0sKkb2A9R8?authuser=0&hl=es-419&rclk=1
Centro Médico de Especialidades Puebla," Diag. Ignacio Zaragoza 5128",3.8,48,222 233 3355,Abierto ⋅ Cierra a las 7:30 p.m. ,,https://www.google.com/maps/place/Centro+M%C3%A9dico+de+Especialidades+Puebla/data=!4m7!3m6!1s0x85cfc09872ae4863:0x3a3918874c62c45c!8m2!3d19.0163786!4d-98.1988964!16s%2Fg%2F1tggtw3w!19sChIJY0iucpjAz4URXMRiTIcYOTo?authuser=0&hl=es-419&rclk=1
Medicos de Puebla," Calle 4",5.0,1,222 431 5191,,,https://www.google.com/maps/place/Medicos+de+Puebla/data=!4m7!3m6!1s0x85cfc73650cf1091:0xfef54b6ee6ba8396!8m2!3d19.0308185!4d-98.2289347!16s%2Fg%2F11cmsq7syv!19sChIJkRDPUDbHz4URloO65m5L9f4?authuser=0&hl=es-419&rclk=1
Médico," Calle 53 Pte. 909",1.0,1,222 755 6705,Abierto ⋅ Cierra a las 8 p.m. ,,https://www.google.com/maps/place/M%C3%A9dico/data=!4m7!3m6!1s0x85cfc0b4f398af03:0x8f31bcd0e7c6e38d!8m2!3d19.0262237!4d-98.2186082!16s%2Fg%2F1pt_16qdq!19sChIJA6-Y87TAz4URjePG59C8MY8?authuser=0&hl=es-419&rclk=1
Dr. Miguel Angel Torres Santana," Blvd. Kepler 2143",5.0,3,222 265 1285,,,https://www.google.com/maps/place/Dr.+Miguel+Angel+Torres+Santana/data=!4m7!3m6!1s0x85cfc0ea55555555:0xa6c6768b94e8b25f!8m2!3d19.0212637!4d-98.2347289!16s%2Fg%2F11f5tgfscj!19sChIJVVVVVerAz4URX7LolIt2xqY?authuser=0&hl=es-419&rclk=1
Dr. Carlos Erik Shuck Bello UROLOGO," Hospital Angeles Puebla, Av. Kepler 2143-Torre 1 Piso 12 CONSULTORIO 1290",5.0,5,222 290 7600,Abierto ⋅ Cierra a las 8 p.m. ,http://www.uropuebla.com/,https://www.google.com/maps/place/Dr.+Carlos+Erik+Shuck+Bello+UROLOGO/data=!4m7!3m6!1s0x85cfc7365953390d:0xbf8dae870d2544c7!8m2!3d19.0212498!4d-98.234671!16s%2Fg%2F11c43pf540!19sChIJDTlTWTbHz4URx0QlDYeujb8?authuser=0&hl=es-419&rclk=1
Dra. María del Rocio Hernández Morales," Av. Kepler 2143",4.2,5,,,https://www.doctoralia.com.mx/maria-del-rocio-hernandez-morales/inmunologo-pediatra/puebla?utm_source=google&utm_medium=gmb&utm_campaign=81530,https://www.google.com/maps/place/Dra.+Mar%C3%ADa+del+Rocio+Hern%C3%A1ndez+Morales/data=!4m7!3m6!1s0x85cfc7ac10be2d07:0xb212f88c760e57c3!8m2!3d19.0213338!4d-98.2347394!16s%2Fg%2F11j7y68ksw!19sChIJBy2-EKzHz4URw1cOdoz4ErI?authuser=0&hl=es-419&rclk=1
Dr. Saúl Abraham Mendoza," Hospital Angeles Puebla, Av. Kepler 2143-Consultorio 960-B Torre 1",5.0,3,222 240 5484,Abierto ⋅ Cierra a las 8 p.m. ,,https://www.google.com/maps/place/Dr.+Sa%C3%BAl+Abraham+Mendoza/data=!4m7!3m6!1s0x85cfc6d5de41b73d:0x65b2c985527b96bf!8m2!3d19.0212498!4d-98.234671!16s%2Fg%2F1vzqslr5!19sChIJPbdB3tXGz4URv5Z7UoXJsmU?authuser=0&hl=es-419&rclk=1
Dra. Marisol Ramírez Anaya," Av. Kepler 2143",3.4,15,222 932 8960 ext. 6627,,https://www.topdoctors.mx/doctor/marisol-ramirez-anaya,https://www.google.com/maps/place/Dra.+Marisol+Ram%C3%ADrez+Anaya/data=!4m7!3m6!1s0x85cfc745cdb102b5:0xbb18c6afcd265a77!8m2!3d19.0212348!4d-98.2347432!16s%2Fg%2F11r_tyzs77!19sChIJtQKxzUXHz4URd1omza_GGLs?authuser=0&hl=es-419&rclk=1
Consultorio Médico," Av. 83 Pte. 1",0.0,0,222 228 3856,,,https://www.google.com/maps/place/Consultorio+M%C3%A9dico/data=!4m7!3m6!1s0x85cfc75ed449e955:0x2776150fe08f089d!8m2!3d19.0074239!4d-98.2380241!16s%2Fg%2F11cmsq79ls!19sChIJVelJ1F7Hz4URnQiP4A8Vdic?authuser=0&hl=es-419&rclk=1
"Dra. Mari Carmen Jimenez Andrade, Infectólogo"," Av. Kepler 2143",3.4,5,249 133 5357,,https://www.doctoralia.com.mx/mari-carmen-jimenez-andrade/infectologo-internista/puebla?utm_source=google&utm_medium=gmb&utm_campaign=193041&utm_content=website,"https://www.google.com/maps/place/Dra.+Mari+Carmen+Jimenez+Andrade,+Infect%C3%B3logo/data=!4m7!3m6!1s0x85cfc7e8353b6bf9:0x97366a0a7a4c0809!8m2!3d19.0223135!4d-98.2317749!16s%2Fg%2F11j1bxvb7s!19sChIJ-Ws7NejHz4URCQhMegpqNpc?authuser=0&hl=es-419&rclk=1"
Centro Médico LACT," Avenida Ignacio Zaragoza 424",5.0,1,222 322 2408,Abierto ⋅ Cierra a las 10 p.m. ,,https://www.google.com/maps/place/Centro+M%C3%A9dico+LACT/data=!4m7!3m6!1s0x85cfc1729609c349:0xbbe094df8548d2b2!8m2!3d19.0192187!4d-98.2075877!16s%2Fg%2F11h4xhlyzm!19sChIJScMJlnLBz4URstJIhd-U4Ls?authuser=0&hl=es-419&rclk=1
Dr. Juan Gregorio Montero García Cirujano," Av. Kepler 2143-Consultorio 900",4.6,56,222 577 9999,Cerrado ⋅ Abre a las 4 p.m. del dom ,https://www.topdoctors.mx/doctor/juan-gregorio-montero-garcia,https://www.google.com/maps/place/Dr.+Juan+Gregorio+Montero+Garc%C3%ADa+Cirujano/data=!4m7!3m6!1s0x85cfc795125dd475:0x9c89da1326fc39b0!8m2!3d19.0212348!4d-98.2347432!16s%2Fg%2F11nms68nv_!19sChIJddRdEpXHz4URsDn8JhPaiZw?authuser=0&hl=es-419&rclk=1
"Dr. Alfredo Romero Díaz, Audiólogo"," Av. Kepler 2143",3.5,11,,,https://www.doctoralia.com.mx/alfredo-romero-diaz/audiologo/puebla?utm_source=google&utm_medium=gmb&utm_campaign=13474&utm_content=website,"https://www.google.com/maps/place/Dr.+Alfredo+Romero+D%C3%ADaz,+Audi%C3%B3logo/data=!4m7!3m6!1s0x85cfc7ea013fb57d:0xfc35317d623f5b5b!8m2!3d19.0213338!4d-98.2347394!16s%2Fg%2F11hyh5181s!19sChIJfbU_AerHz4URW1s_Yn0xNfw?authuser=0&hl=es-419&rclk=1"
Grupo Médico AG," Privada 13 A Sur 5535",3.9,8,222 237 1256,Cierra pronto ⋅ 6 p.m. ⋅ Abre a las 9 a.m. del sáb ,,https://www.google.com/maps/place/Grupo+M%C3%A9dico+AG/data=!4m7!3m6!1s0x85cfc74b7da91b5b:0xf6bb90973f81583!8m2!3d19.0227022!4d-98.2235713!16s%2Fg%2F11bv3mtpqg!19sChIJWxupfUvHz4URgxX4cwm5aw8?authuser=0&hl=es-419&rclk=1
"ORTOPEDIA Y TRAUMATOLOGIA, CENTRO MEDICO BIOS PUEBLA PUE."," Río Mayo 5953",3.7,22,221 147 3093,Abierto ⋅ Cierra a las 7 p.m. ,https://drfloresortopedista.com/,"https://www.google.com/maps/place/ORTOPEDIA+Y+TRAUMATOLOGIA,+CENTRO+MEDICO+BIOS+PUEBLA+PUE./data=!4m7!3m6!1s0x85cfc0a72bf25931:0xa2e84f75e63bc25f!8m2!3d19.0083525!4d-98.2052918!16s%2Fg%2F1tdfnlxv!19sChIJMVnyK6fAz4URX8I75nVP6KI?authuser=0&hl=es-419&rclk=1"
Dr. Erick Domínguez Cano," Av. Kepler 2143",5.0,7,222 242 6191,Cerrado ⋅ Abre a las 11:30 a.m. del sáb ,https://www.facebook.com/DrErickDominguez,https://www.google.com/maps/place/Dr.+Erick+Dom%C3%ADnguez+Cano/data=!4m7!3m6!1s0x85cfc783b61a499b:0x50423ce6ab0abb22!8m2!3d19.0212348!4d-98.2347432!16s%2Fg%2F11q2trk4g7!19sChIJm0katoPHz4URIrsKq-Y8QlA?authuser=0&hl=es-419&rclk=1
MEDICO MEDICINA GENERAL," Av Benito Juárez 5117-B-5117-B",1.0,1,,,,https://www.google.com/maps/place/MEDICO+MEDICINA+GENERAL/data=!4m7!3m6!1s0x85cfc0ba3b6f48b5:0x3f27626d909e96ce!8m2!3d19.0224626!4d-98.2086441!16s%2Fg%2F1ptxt77n1!19sChIJtUhvO7rAz4URzpaekG1iJz8?authuser=0&hl=es-419&rclk=1
Dr. José Manuel Aguilar Priego," Blvd. Kepler 2143",4.7,12,222 231 3153,Abierto ⋅ Cierra a las 8 p.m. ,http://oncologodraguilarpriego.mx/,https://www.google.com/maps/place/Dr.+Jos%C3%A9+Manuel+Aguilar+Priego/data=!4m7!3m6!1s0x85cfc7dbc7923d17:0x1ab434825a034617!8m2!3d19.0223122!4d-98.23177!16s%2Fg%2F11gxnqlnlj!19sChIJFz2Sx9vHz4URF0YDWoI0tBo?authuser=0&hl=es-419&rclk=1
Medicina de Urgencias," Calle 4-Interior Sn",5.0,1,,,,https://www.google.com/maps/place/Medicina+de+Urgencias/data=!4m7!3m6!1s0x85cfc73650cf1091:0x5dfc25b303aea9f9!8m2!3d19.0306913!4d-98.2282709!16s%2Fg%2F11cmsq8b8s!19sChIJkRDPUDbHz4UR-amuA7Ml_F0?authuser=0&hl=es-419&rclk=1
Consultorios de Medicina Especializada del Sector Privado," Calle 4",0.0,0,222 604 0280,,,https://www.google.com/maps/place/Consultorios+de+Medicina+Especializada+del+Sector+Privado/data=!4m7!3m6!1s0x85cfc73650cf1091:0x8e5625f345d2fac!8m2!3d19.0308185!4d-98.2289347!16s%2Fg%2F11cmsq84_s!19sChIJkRDPUDbHz4URrC9dNF9i5Qg?authuser=0&hl=es-419&rclk=1
Consultorio Médico," Calle 628",0.0,0,222 267 0859,,,https://www.google.com/maps/place/Consultorio+M%C3%A9dico/data=!4m7!3m6!1s0x85cfc73650cff0a5:0x19d4886dd504549!8m2!3d19.0308151!4d-98.2289427!16s%2Fg%2F11cnwh3c3v!19sChIJpfDPUDbHz4URSUVQ3YZInQE?authuser=0&hl=es-419&rclk=1
Consultorio Médico Best," Blvrd Circunvalación 1437A",0.0,0,800 033 5050,Abierto ⋅ Cierra a las 9 p.m. ,http://farmaciasdesimilares.com.mx/,https://www.google.com/maps/place/Consultorio+M%C3%A9dico+Best/data=!4m7!3m6!1s0x85cfc0a062fff3b5:0xf90e432c9b965cae!8m2!3d19.0068008!4d-98.2020171!16s%2Fg%2F1ptzqq360!19sChIJtfP_YqDAz4URrlyWmyxDDvk?authuser=0&hl=es-419&rclk=1
Consultorios dentales y médicos," C. 13-A Sur 7516",0.0,0,722 350 5172,Cerrado ⋅ Abre a las 9 a.m. del sáb ,,https://www.google.com/maps/place/Consultorios+dentales+y+m%C3%A9dicos/data=!4m7!3m6!1s0x85cfc77728a962ad:0x8ba8da9fd90c0ed1!8m2!3d19.0100066!4d-98.2307934!16s%2Fg%2F11h4f_zlr2!19sChIJrWKpKHfHz4UR0Q4M2Z_aqIs?authuser=0&hl=es-419&rclk=1
"Dr. Eduardo Sumano Nolasco, Ortopedista"," Priv. de las Ramblas 4",4.8,192,222 362 6819,Abierto las 24 horas ,https://www.doctoralia.com.mx/eduardo-sumano-nolasco/ortopedista-traumatologo/puebla?utm_source=google&utm_medium=gmb&utm_campaign=34402&utm_content=website,"https://www.google.com/maps/place/Dr.+Eduardo+Sumano+Nolasco,+Ortopedista/data=!4m7!3m6!1s0x85cfc736444833c9:0x514e4bae9a1b7ea5!8m2!3d19.0308637!4d-98.2289129!16s%2Fg%2F11fn1rsyjs!19sChIJyTNIRDbHz4URpX4bmq5LTlE?authuser=0&hl=es-419&rclk=1"
Consultorio Médico," Local C, Esquina con Calle Del Bosque, Av. las Margaritas 150",0.0,0,,,,https://www.google.com/maps/place/Consultorio+M%C3%A9dico/data=!4m7!3m6!1s0x85cfc0ac558bb0b3:0x59f92e10e894065c!8m2!3d19.0138692!4d-98.2185531!16s%2Fg%2F1ptwsh8d6!19sChIJs7CLVazAz4URXAaU6BAu-Vk?authuser=0&hl=es-419&rclk=1
GRUPO MÉDICO ROJAS MARTÍNEZ," Esq. Huauchinango, A de La 16 de Sept. 6718",4.4,7,222 228 4998,,,https://www.google.com/maps/place/GRUPO+M%C3%89DICO+ROJAS+MART%C3%8DNEZ/data=!4m7!3m6!1s0x85cfb8ac819ca909:0x7640b46e05fb47df!8m2!3d18.9988998!4d-98.2237182!16s%2Fg%2F1pv1sgs8j!19sChIJCamcgay4z4UR30f7BW60QHY?authuser=0&hl=es-419&rclk=1
Teo Consultorios Médicos," C. 16 de Septiembre 3308D",0.0,0,222 477 3170,Abierto ⋅ Cierra a las 8 p.m. ,,https://www.google.com/maps/place/Teo+Consultorios+M%C3%A9dicos/data=!4m7!3m6!1s0x85cfc0c73d3be1f7:0xd7794f4b23136077!8m2!3d19.0314048!4d-98.2060134!16s%2Fg%2F1ptxcvh0r!19sChIJ9-E7PcfAz4URd2ATI0tPedc?authuser=0&hl=es-419&rclk=1
Consultorio Médico," C. 2 Sur 6334",5.0,1,,,,https://www.google.com/maps/place/Consultorio+M%C3%A9dico/data=!4m7!3m6!1s0x85cfbf54ed67b70d:0xe575bb5350d9cc68!8m2!3d19.0008416!4d-98.2192304!16s%2Fg%2F11bz488st8!19sChIJDbdn7VS_z4URaMzZUFO7deU?authuser=0&hl=es-419&rclk=1
CONSULTORIO MEDICO," C. 11 Sur 10943",0.0,0,222 232 6032,Abierto ⋅ Cierra a las 10 p.m. ,http://www.fundacionbest.org.mx/,https://www.google.com/maps/place/CONSULTORIO+MEDICO/data=!4m7!3m6!1s0x85cfb89812df7ca3:0xefa72a143707d118!8m2!3d18.9937251!4d-98.2440286!16s%2Fg%2F1pyqgrxx2!19sChIJo3zfEpi4z4URGNEHNxQqp-8?authuser=0&hl=es-419&rclk=1
